"school","source","md5","retrieved","processed","year","B1_men_full_new_undergrad","B1_men_full_first_undergrad","B1_men_full_other_undergrad","B1_men_full_degree_undergrad","B1_men_full_credit_undergrad","B1_men_full_total_undergrad","B1_men_part_new_undergrad","B1_men_part_first_undergrad","B1_men_part_other_undergrad","B1_men_part_degree_undergrad","B1_men_part_credit_undergrad","B1_men_part_total_undergrad","B1_men_full_new_grad","B1_men_full_other_grad","B1_men_full_degree_grad","B1_men_full_credit_grad","B1_men_full_total_grad","B1_men_part_new_grad","B1_men_part_other_grad","B1_men_part_degree_grad","B1_men_part_credit_grad","B1_men_part_total_grad","B1_men_full_total","B1_men_part_total","B1_women_full_new_undergrad","B1_women_full_first_undergrad","B1_women_full_other_undergrad","B1_women_full_degree_undergrad","B1_women_full_credit_undergrad","B1_women_full_total_undergrad","B1_women_part_new_undergrad","B1_women_part_first_undergrad","B1_women_part_other_undergrad","B1_women_part_degree_undergrad","B1_women_part_credit_undergrad","B1_women_part_total_undergrad","B1_women_full_new_grad","B1_women_full_other_grad","B1_women_full_degree_grad","B1_women_full_credit_grad","B1_women_full_total_grad","B1_women_part_new_grad","B1_women_part_other_grad","B1_women_part_degree_grad","B1_women_part_credit_grad","B1_women_part_total_grad","B1_women_full_total","B1_women_part_total","B1_other_full_new_undergrad","B1_other_full_first_undergrad","B1_other_full_other_undergrad","B1_other_full_degree_undergrad","B1_other_full_credit_undergrad","B1_other_full_total_undergrad","B1_other_part_new_undergrad","B1_other_part_first_undergrad","B1_other_part_other_undergrad","B1_other_part_degree_undergrad","B1_other_part_credit_undergrad","B1_other_part_total_undergrad","B1_other_full_new_grad","B1_other_full_other_grad","B1_other_full_degree_grad","B1_other_full_credit_grad","B1_other_full_total_grad","B1_other_part_new_grad","B1_other_part_other_grad","B1_other_part_degree_grad","B1_other_part_credit_grad","B1_other_part_total_grad","B1_other_full_total","B1_other_part_total","B1_undergrad","B1_grad","B1_total","G1_first_year_private","G1_first_year_public_district","G1_first_year_public_state","G1_first_year_public_out_state","G1_first_year_non_resident","G1_first_year_fees","G1_first_year_food_room","G1_first_year_room","G1_first_year_food","G1_first_year_total","G1_undergraduate_private","G1_undergraduate_public_district","G1_undergraduate_public_state","G1_undergraduate_public_out_state","G1_undergraduate_non_resident","G1_undergraduate_fees","G1_undergraduate_food_room","G1_undergraduate_room","G1_undergraduate_food","G1_undergraduate_total","G1_total","G5_resident_book_supplies","G5_resident_room","G5_resident_food","G5_resident_room_food","G5_resident_transport","G5_resident_other","G5_commuter_home_book_supplies","G5_commuter_home_room","G5_commuter_home_food","G5_commuter_home_room_food","G5_commuter_home_transport","G5_commuter_home_other","G5_commuter_not_home_book_supplies","G5_commuter_not_home_room","G5_commuter_not_home_food","G5_commuter_not_home_room_food","G5_commuter_not_home_transport","G5_commuter_not_home_other","H1_need_scholarship_federal","H1_need_scholarship_state","H1_need_scholarship_institutional","H1_need_scholarship_external","H1_need_scholarship_total","H1_need_self_loan","H1_need_self_federal","H1_need_self_other","H1_need_self_total","H1_need_parent_loan","H1_need_waiver","H1_need_athletic","H1_non_need_scholarship_federal","H1_non_need_scholarship_state","H1_non_need_scholarship_institutional","H1_non_need_scholarship_external","H1_non_need_scholarship_total","H1_non_need_self_loan","H1_non_need_self_federal","H1_non_need_self_other","H1_non_need_self_total","H1_non_need_parent_loan","H1_non_need_waiver","H1_non_need_athletic"
"San Jose State University","https://www.sjsu.edu/irsa/common-data-set//irsa/docs/cds/2019-20.pdf","402ffd54ae29dff0e11df7f381a0bd62","Thu Oct 10 03:24:06 2024","Wed Oct 30 16:23:28 2024",2019,1856,1725,8107,11688,0,11688,54,446,1816,2316,0,2316,506,780,NA,NA,1286,200,739,NA,NA,939,NA,NA,2006,1750,8139,11895,0,11895,43,437,1516,1996,0,1996,685,1016,NA,NA,1701,265,840,NA,NA,1105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27895,5031,32926,NA,15246,NA,NA,15246,2110,16248,10368,5880,NA,NA,15246,NA,NA,15246,2110,16248,10368,5880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1505,1704,51835386,73316121,1779021,2021532,128952060,37102831,2367606,NA,39470437,13356749,2655223,5919465,NA,NA,97108,99542,196650,5541349,NA,NA,5541349,5711722,348103,761755
"San Jose State University","https://www.sjsu.edu/irsa/common-data-set//irsa/docs/cds/2018-19.pdf","70e482425356d5c91fb045c62a1419e7","Thu Oct 10 03:24:07 2024","Wed Oct 30 16:23:28 2024",2018,29,371,1867,2267,NA,2267,NA,NA,NA,NA,NA,NA,165,761,NA,NA,926,NA,NA,NA,NA,NA,NA,NA,41,383,1537,0,NA,0,NA,NA,NA,0,NA,0,244,754,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27327,5096,32423,NA,17622,NA,NA,17622,2054,14535,8795,5700,NA,NA,17622,NA,NA,17622,2054,14535,8795,5700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1473,1480,51624613,71507541,1840013,1639459,126611626,38736617,1370495,NA,40107112,12006647,1828922,6053542,NA,NA,68458,83400,151858,5509484,NA,NA,5509484,4710297,345851,593438
"San Jose State University","https://www.sjsu.edu/irsa/common-data-set//irsa/docs/cds/2017-18.pdf","00787dbef77a6cf83e7f51132e6aea7f","Thu Oct 10 03:24:07 2024","Wed Oct 30 16:23:29 2024",2017,2185,1742,8004,11931,NA,11931,66,557,1896,2519,NA,2519,623,943,NA,NA,1566,198,647,NA,NA,845,NA,NA,2135,1668,7363,11166,NA,11166,104,529,1529,2162,NA,2162,728,1052,NA,NA,1780,223,755,NA,NA,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27778,5169,32947,NA,14976,NA,NA,14976,1979,11963,7163,4800,NA,NA,14976,NA,NA,14976,1979,16250,11450,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1453,1540,56491722,76231724,1036262,1631793,135391501,42770409,1492906,NA,44263315,10555197,NA,5806281,NA,NA,54258,78077,132335,5943326,NA,NA,5943326,4205416,NA,972882
"San Jose State University","https://www.sjsu.edu/irsa/common-data-set//irsa/docs/cds/2016-17.pdf","bcf50ca3d250c8cd1aafd59224a3fa56","Thu Oct 10 03:24:07 2024","Wed Oct 30 16:23:29 2024",2016,1512,1601,8209,11322,NA,11322,54,468,2015,2537,NA,2537,748,960,NA,NA,1708,227,651,NA,NA,878,NA,NA,1553,1403,7335,10291,NA,10291,89,506,1687,2282,NA,2282,864,1141,NA,NA,2005,280,854,NA,NA,1134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26432,5725,32157,NA,14400,NA,NA,14400,1946,13002,8322,4680,NA,NA,14400,NA,NA,14400,1946,15212,10532,4680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1439,1416,49440585,61152873,969863,1426983,112990304,41210859,1722217,NA,42933076,9139789,324434,5572507,NA,NA,52200,79878,132078,5552266,NA,NA,5552266,3960597,1048829,971070
"San Jose State University","https://www.sjsu.edu/irsa/common-data-set//irsa/docs/cds/2015-16.pdf","8533e2d1e401681fbc4929c73f70652d","Thu Oct 10 03:24:08 2024","Wed Oct 30 16:23:29 2024",2015,1776,1289,8253,11318,NA,11318,55,499,2140,2694,NA,2694,758,1022,NA,NA,1780,212,743,NA,NA,955,NA,NA,1553,1209,7558,10320,NA,10320,77,578,1835,2490,NA,2490,888,1165,NA,NA,2053,271,892,NA,NA,1163,NA,NA,3329,2498,15811,21638,NA,21638,132,1077,3975,5184,NA,5184,1646,2187,NA,NA,3833,483,1635,NA,NA,2118,NA,NA,26822,5951,32773,0,14400,NA,NA,14400,1851,14217,9017,5200,NA,0,14400,NA,NA,14400,1851,14217,9017,5200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,1392,52138207,66644510,1229235,1235675,121247627,50433578,1472564,NA,51906142,7888830,200156,5899229,NA,NA,56969,100982,157951,5641243,NA,NA,5641243,3050186,993885,818885
"San Jose State University","https://www.sjsu.edu/irsa/common-data-set//irsa/docs/cds/2014-15.pdf","4d6836b98485fa01f5e5e7ed6c7dc857","Thu Oct 10 03:24:08 2024","Wed Oct 30 16:23:29 2024",2014,1760,1327,7852,10939,NA,10939,61,640,2159,2860,NA,2860,802,1015,NA,NA,1817,219,640,NA,NA,859,NA,NA,1636,1296,7470,10402,NA,10402,29,624,1810,2463,NA,2463,923,1304,NA,NA,2227,272,874,NA,NA,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26664,6049,32713,0,11160,NA,NA,0,7323,11810,7150,4660,NA,0,11160,NA,NA,0,7323,11810,7150,4660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390,3243,47550653,58496092,703663,1479724,108230132,52868426,1561335,NA,54429761,6607754,926110,4300754,NA,NA,66000,110425,176425,5896467,NA,NA,5896467,2408907,340798,1010984
"San Jose State University","https://www.sjsu.edu/irsa/common-data-set//irsa/docs/cds/2013-14.pdf","d01b59e9131f394fc0b5afb67fe66a99","Thu Oct 10 03:24:09 2024","Wed Oct 30 16:23:29 2024",2013,1943,1279,7406,10628,NA,10628,48,597,1935,2580,NA,2580,699,644,NA,NA,1343,214,648,NA,NA,862,NA,NA,1701,1290,7233,10224,NA,10224,44,600,1786,2430,NA,2430,886,1115,NA,NA,2001,303,907,NA,NA,1210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25862,5416,31278,0,11160,NA,NA,0,6852,11733,6633,4100,NA,0,11160,NA,NA,0,6852,11733,6633,4100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,3096,43728495,54829844,538148,1485687,100582174,52455519,1529426,NA,53984945,6283980,604077,4238708,NA,NA,45335,93419,138754,5353090,NA,NA,5353090,2620341,101798,775668
"San Jose State University","https://www.sjsu.edu/irsa/common-data-set//irsa/docs/cds/2012-13.pdf","f47b6510cf365f4690a79e919ba38480","Thu Oct 10 03:24:09 2024","Wed Oct 30 16:23:29 2024",2012,1746,1024,7424,10194,NA,10194,47,491,1874,2412,NA,2412,529,672,NA,NA,1201,242,641,NA,NA,883,NA,NA,1554,1103,7469,10126,NA,10126,37,490,1898,2425,NA,2425,809,1090,NA,NA,1899,336,972,NA,NA,1308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25157,5291,30448,0,11160,NA,NA,0,6852,11733,6633,4100,NA,0,11160,NA,NA,0,6852,11733,6633,4100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,3096,42574318,48694888,79337,1397293,92745836,56456511,1510248,NA,57966759,6533582,751382,3236057,NA,NA,788461,122323,910784,5527294,NA,NA,5527294,2505967,156619,1017673
"San Jose State University","https://www.sjsu.edu/irsa/common-data-set//irsa/docs/cds/2011-12.pdf","59a75f407619cda73b7f96a8b48bb440","Thu Oct 10 03:24:10 2024","Wed Oct 30 16:23:29 2024",2011,1922,1024,6876,9822,NA,9822,53,432,1962,2447,NA,2447,570,592,NA,NA,1162,236,744,NA,NA,980,NA,NA,1935,1093,7161,10189,NA,10189,37,398,1911,2346,NA,2346,869,1012,NA,NA,1881,407,1002,NA,NA,1409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24804,5432,30236,0,11160,NA,NA,NA,6828,10733,6633,4100,NA,0,11160,NA,NA,NA,6828,10733,NA,4100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1266,3096,38915628,31999088,915391,812319,72642426,39850558,22369784,NA,62220342,734417,515660,2691956,NA,NA,650317,388740,1039057,9561274,NA,NA,9561274,1826384,113022,1179035
"San Jose State University","https://www.sjsu.edu/irsa/common-data-set//irsa/docs/cds/2010-11.pdf","895a5304f4c5435ab2aa11b7a79cd57b","Thu Oct 10 03:24:10 2024","Wed Oct 30 16:23:29 2024",2010,1320,920,6525,8765,NA,8765,41,462,1926,2429,NA,2429,596,644,NA,NA,1240,234,941,NA,NA,1175,NA,NA,1377,971,7056,9404,NA,9404,23,449,1951,2423,NA,2423,834,1083,NA,NA,1917,375,1348,NA,NA,1723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23021,6055,29076,0,11160,NA,NA,0,5475,10733,6633,4100,NA,0,11160,NA,NA,0,5475,10733,6633,4100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140,2934,31817087,31990991,1205400,1330496,66343974,38045439,28870168,NA,66915607,798091,320727,1462011,NA,NA,207683,1555983,1763666,6350740,NA,NA,6350740,1559546,85811,1176272
"San Jose State University","https://www.sjsu.edu/irsa/common-data-set//irsa/docs/cds/2006-07.pdf","5b513527b446611a5001faa52f52576f","Thu Oct 10 03:24:11 2024","Wed Oct 30 16:23:29 2024",2006,1214,870,6321,8405,NA,8405,86,370,2126,2582,NA,2582,569,674,NA,NA,1243,296,1042,NA,NA,1338,NA,NA,1375,982,6427,8784,NA,8784,47,436,2228,2711,NA,2711,936,1376,NA,NA,2312,575,1654,NA,NA,2229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22482,7122,29604,NA,NA,NA,10170,10170,3464,10163,6647,3516,NA,NA,NA,NA,10170,10170,3464,10163,6647,3516,NA,NA,1314,NA,NA,NA,1116,2466,1314,NA,3348,NA,1206,2407,1314,5996,3229,NA,1170,2520,18780135,17165905,2078045,2800784,40824872,26350065,16146719,0,42496785,2286131,456684,858784,0,0,84236,193851,278087,462,NA,0,462,0,0,0
"San Jose State University","https://www.sjsu.edu/irsa/common-data-set//irsa/docs/cds/2005-06.pdf","26e7e8c3cde51dde9d05fffedb2a4df8","Thu Oct 10 03:24:12 2024","Wed Oct 30 16:23:29 2024",2005,1189,911,6324,8424,NA,8424,68,392,2308,2768,NA,2768,410,596,NA,NA,1006,351,1213,NA,NA,1564,NA,NA,1247,997,6282,8526,NA,8526,47,499,2469,3015,NA,3015,777,1341,NA,NA,2118,705,1849,NA,NA,2554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22733,7242,29975,NA,0,0,10170,0,3296,9096,5640,3456,NA,NA,0,0,10170,0,3296,9096,5640,3456,NA,NA,1314,NA,NA,NA,1116,2466,1314,NA,3348,NA,1206,2407,1314,5996,3229,NA,1170,2520,18926272,19814493,NA,1217087,40765502,NA,1465005,0,23441219,1664847,807650,792534,0,0,NA,198284,318530,NA,NA,0,3021143,1001477,120246,103408
"San Jose State University","https://www.sjsu.edu/irsa/common-data-set//irsa/docs/cds/2003-04.pdf","8f425c6cd89dadfcf3385f0ad9532fbb","Thu Oct 10 03:24:12 2024","Wed Oct 30 16:23:29 2024",2003,893,563,6151,7607,NA,7607,90,277,2546,2913,NA,2913,302,661,NA,NA,963,395,1280,NA,NA,1675,NA,NA,925,652,6247,7824,NA,7824,70,398,2584,3052,NA,3052,820,1476,NA,NA,2296,703,1899,NA,NA,2602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21396,7536,28932,NA,NA,NA,NA,NA,2652,NA,NA,NA,NA,NA,NA,NA,NA,NA,2652,NA,NA,NA,NA,NA,1244,NA,3392,NA,594,1872,1244,NA,3168,NA,823,2286,1244,NA,2772,NA,935,2286,18829532,13278553,NA,NA,33966671,19190634,1741209,NA,20931843,NA,1858586,NA,NA,NA,NA,1125924,1125924,NA,NA,NA,0,1006612,NA,635899
"San Jose State University","https://www.sjsu.edu/irsa/common-data-set//irsa/docs/cds/2002-03.pdf","61626b56fa3c0ad1f5c622496f6a1a0e","Thu Oct 10 03:24:12 2024","Wed Oct 30 16:23:29 2024",2002,1399,798,5873,8070,NA,8070,122,388,2680,3190,NA,3190,498,538,NA,NA,1036,544,1138,NA,NA,1682,NA,NA,1127,965,6159,8251,NA,8251,72,536,2663,3271,NA,3271,968,1184,NA,NA,2152,851,1847,NA,NA,2698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,22782,7568,30350,NA,NA,NA,NA,NA,2059,NA,NA,NA,NA,NA,NA,NA,NA,NA,2059,NA,NA,NA,NA,NA,12248,4326,3392,NA,594,1872,1224,0,3168,NA,828,2286,1224,5778,2394,NA,936,2286,18159345,NA,NA,0,30147829,11063520,1607945,NA,12671465,NA,459355,NA,0,NA,NA,438015,438015,1951377,NA,NA,1951377,NA,NA,419510
"Stanford University","https://ucomm.stanford.edu//wp-content/uploads/sites/15/2024/07/stanford-cds-2023_2024_final_v2.pdf","e1b2abd615b0e783df5624680d2a9800","Wed Oct  9 07:44:31 2024","Wed Oct 30 16:23:29 2024",2023,846,NA,2943,3789,NA,3789,NA,NA,NA,0,111,111,1303,3693,NA,57,5053,54,179,NA,464,697,NA,NA,853,NA,3199,4052,NA,4052,NA,NA,NA,0,102,102,1232,3046,NA,40,4318,33,112,NA,179,324,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,8054,10392,NA,65127,NA,NA,NA,NA,783,21315,NA,NA,NA,65127,NA,NA,NA,NA,783,21315,NA,NA,NA,NA,825,NA,NA,NA,NA,4842,825,NA,11493,NA,NA,6459,825,NA,NA,21315,NA,4842,10599904,3217558,NA,6957973,247998976,2032919,2468483,5310361,9811763,NA,227223541,3243049,490988,NA,NA,5844348,7400358,5189420,NA,621773,5811193,6166650,1065022,26856080
"Stanford University","https://ucomm.stanford.edu//wp-content/uploads/sites/15/2024/01/CDS_2022-2023_final_v5.pdf","2511c8d2c13519f6753d749732e630dd","Wed Oct  9 07:44:31 2024","Wed Oct 30 16:23:29 2024",2022,792,72,2880,3744,NA,3744,NA,NA,NA,0,168,168,1346,3692,NA,20,5058,42,181,NA,457,680,NA,NA,941,69,3007,4017,NA,4017,NA,NA,NA,0,120,120,1256,2908,NA,9,4173,28,93,NA,202,323,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,8049,10234,18283,61731,NA,NA,NA,NA,753,19922,NA,NA,NA,61731,NA,NA,NA,NA,753,19922,NA,NA,NA,NA,825,NA,NA,NA,NA,4602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9763136,2900763,217767044,6384776,236815719,1601875,1537439,6653311,9792625,NA,258874,3297332,523077,NA,1238430,5906008,7667515,4303773,NA,675647,4979420,4925577,4504006,26090073
"Stanford University","https://ucomm.stanford.edu//wp-content/uploads/sites/15/2021/06/stanford_cds_2020_2021_v5.pdf","795711dfdb32cd568b755dc2260fa3da","Wed Oct  9 07:44:32 2024","Wed Oct 30 16:23:29 2024",2020,778,18,2021,2817,NA,2817,NA,3,304,307,NA,307,1047,3698,NA,18,4763,38,159,NA,567,764,NA,NA,828,16,2091,2935,NA,2935,NA,NA,307,307,NA,307,929,2775,NA,5,3709,31,107,NA,221,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6366,9595,15961,55473,NA,NA,NA,55473,696,17255,10725,6530,NA,55473,NA,NA,NA,55473,696,17255,10725,6530,NA,NA,1290,NA,NA,NA,NA,3504,1290,NA,8784,NA,NA,3222,1290,NA,NA,17255,NA,3504,8498400,2791766,167157596,5902242,184350004,1229306,1565449,2768872,5563627,NA,105714,3193115,1033992,183130,13035902,5130763,19383787,5236019,NA,1196804,6432823,4171836,3736169,21354023
"Stanford University","https://ucomm.stanford.edu//wp-content/uploads/sites/15/2019/12/stanford-cds-2019.pdf","fc18a3354e8e7e44d3628b979882d435","Wed Oct  9 07:44:32 2024","Wed Oct 30 16:23:29 2024",2019,824,31,2612,3467,1,3468,NA,NA,NA,NA,NA,NA,1290,3885,NA,43,5218,34,148,NA,593,775,NA,NA,874,35,2618,3527,1,3528,NA,NA,NA,NA,NA,NA,1140,2755,NA,35,3930,22,96,NA,212,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6996,10253,17249,55473,NA,NA,NA,55473,696,17255,10725,6530,NA,55473,NA,NA,NA,55473,696,17255,10725,6530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3504,NA,NA,NA,NA,NA,3222,7978179,2589512,162866374,5213584,178647649,1274664,1324017,3811473,6410154,NA,126758,2582250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stanford University","https://ucomm.stanford.edu//wp-content/uploads/sites/15/2019/01/stanford-cds-2018.pdf","bbe87b1bebbe24c7cce17597d5fcfce0","Wed Oct  9 07:44:32 2024","Wed Oct 30 16:23:29 2024",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1318,3972,NA,55,5345,32,159,NA,557,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160,2693,NA,47,3900,18,71,NA,212,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7087,10294,17381,52857,NA,NA,NA,52857,672,16433,10110,6323,NA,52857,NA,NA,NA,52857,672,16433,10110,6323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,3363,NA,NA,NA,NA,1134,4797,NA,NA,NA,NA,166478551,1414546,1317771,3689318,6421635,NA,114304,2860499,NA,NA,NA,NA,7143198,4789887,NA,490354,5280241,4199929,3501999,21045948
"University of Arizona","https://uair.arizona.edu/sites/default/files/2023-06/CDS_2022-2023%20FINAL_Section%20G_Ammended.pdf","a6d8f8b40d1d3302cc62c49d8f061b68","Wed Oct  9 07:44:37 2024","Wed Oct 30 16:23:30 2024",2022,NA,1293,9156,13051,NA,NA,NA,514,2456,4198,NA,NA,NA,1982,NA,20,2982,NA,1331,NA,118,1786,NA,NA,NA,1392,12298,17242,NA,NA,NA,609,2324,4620,NA,NA,1302,2600,NA,9,3911,NA,1514,NA,121,2018,NA,NA,NA,0,1,1,NA,NA,NA,0,1,1,NA,NA,13,4,NA,0,17,5,8,NA,0,13,NA,NA,404077,51134,NA,NA,11525,11525,37827,37827,1750,13650,8650,5000,NA,NA,11210,11210,35628,35628,1727,13650,8650,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220019299,74742706,3465272,13872152,92080130,51475202,7342908,3225156,NA,NA,NA,NA,155239646,21864952,NA,11562425,33427377,16970182,8279867,5307147
"University of Arizona","https://uair.arizona.edu//sites/default/files/CDS_2020-2021_FINAL_042321.pdf","6795dfb793a1aeab6395add07862beb7","Thu Oct 10 03:07:20 2024","Wed Oct 30 16:23:30 2024",2020,2288,789,9738,12815,6,12821,714,302,2157,3173,444,3617,857,2105,NA,32,2994,392,1176,NA,132,1700,NA,NA,3091,838,12116,16045,11,16056,1241,388,1937,3566,443,4009,1286,2474,NA,18,3778,537,1262,NA,158,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36503,10429,46932,NA,11299,11299,35326,35326,1417,13350,8350,5000,NA,NA,10990,10990,33273,33273,1394,13350,8350,5000,NA,NA,800,NA,NA,NA,1700,1850,800,NA,3600,NA,1700,1850,800,7200,3600,10800,1700,3850,61256366,7662064,128485873,6635204,204039505,83265155,3748137,14969375,101982667,57246047,7486665,3730977,5661328,1625,107181820,2743080,115587853,23429274,NA,9370248,32799522,17897506,8282879,5507656
"University of Arizona","https://uair.arizona.edu//sites/default/files/2019-2020%20CDS_FINAL_060820.pdf","d44eacb03d7556c2f0d49646c9f11559","Thu Oct 10 03:07:20 2024","Wed Oct 30 16:23:30 2024",2019,2696,956,9855,13507,67,13574,585,193,1752,2530,546,3076,834,2184,NA,14,3032,277,1278,NA,146,1701,NA,NA,3340,907,11553,15800,80,15880,1062,225,1472,2759,512,3271,981,2522,NA,22,3525,294,1400,NA,165,1859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35801,10117,45918,NA,35326,NA,NA,35326,1412,13050,8050,5000,NA,NA,33273,NA,NA,33273,1389,13050,8050,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700,1800,NA,NA,NA,NA,1700,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University of Arizona","https://uair.arizona.edu//sites/default/files/2018-2019%20CDS%20Final%20190514_0.pdf","5e34194c88abc86aed3a663bd9d4eaa4","Thu Oct 10 03:07:20 2024","Wed Oct 30 16:23:30 2024",2018,2751,974,10077,13802,28,13830,638,147,1642,2427,468,2895,860,2472,NA,22,3354,275,932,NA,170,1377,NA,NA,3260,948,11234,15442,26,15468,1101,142,1431,2674,366,3040,970,2842,NA,25,3837,291,972,NA,153,1416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35233,9984,45217,NA,34976,NA,NA,34976,1390,12550,7550,5000,NA,NA,31688,NA,NA,31688,1384,12550,7550,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600,1800,NA,NA,NA,NA,1600,1800,55413780,8459461,95761176,5961113,165595530,92071692,3129365,15230840,110431896,61102524,5097129,4298658,3387366,0,81414255,2427358,87228979,21541281,NA,7351249,28892530,19053771,6618414,5920123
