"school","source","md5","retrieved","processed","year","B1_men_full_new_undergrad","B1_men_full_first_undergrad","B1_men_full_other_undergrad","B1_men_full_degree_undergrad","B1_men_full_credit_undergrad","B1_men_full_total_undergrad","B1_men_part_new_undergrad","B1_men_part_first_undergrad","B1_men_part_other_undergrad","B1_men_part_degree_undergrad","B1_men_part_credit_undergrad","B1_men_part_total_undergrad","B1_men_full_new_grad","B1_men_full_other_grad","B1_men_full_degree_grad","B1_men_full_credit_grad","B1_men_full_total_grad","B1_men_part_new_grad","B1_men_part_other_grad","B1_men_part_degree_grad","B1_men_part_credit_grad","B1_men_part_total_grad","B1_men_full_total","B1_men_part_total","B1_women_full_new_undergrad","B1_women_full_first_undergrad","B1_women_full_other_undergrad","B1_women_full_degree_undergrad","B1_women_full_credit_undergrad","B1_women_full_total_undergrad","B1_women_part_new_undergrad","B1_women_part_first_undergrad","B1_women_part_other_undergrad","B1_women_part_degree_undergrad","B1_women_part_credit_undergrad","B1_women_part_total_undergrad","B1_women_full_new_grad","B1_women_full_other_grad","B1_women_full_degree_grad","B1_women_full_credit_grad","B1_women_full_total_grad","B1_women_part_new_grad","B1_women_part_other_grad","B1_women_part_degree_grad","B1_women_part_credit_grad","B1_women_part_total_grad","B1_women_full_total","B1_women_part_total","B1_other_full_new_undergrad","B1_other_full_first_undergrad","B1_other_full_other_undergrad","B1_other_full_degree_undergrad","B1_other_full_credit_undergrad","B1_other_full_total_undergrad","B1_other_part_new_undergrad","B1_other_part_first_undergrad","B1_other_part_other_undergrad","B1_other_part_degree_undergrad","B1_other_part_credit_undergrad","B1_other_part_total_undergrad","B1_other_full_new_grad","B1_other_full_other_grad","B1_other_full_degree_grad","B1_other_full_credit_grad","B1_other_full_total_grad","B1_other_part_new_grad","B1_other_part_other_grad","B1_other_part_degree_grad","B1_other_part_credit_grad","B1_other_part_total_grad","B1_other_full_total","B1_other_part_total","B1_undergrad","B1_grad","B1_total","G1_first_year_private","G1_first_year_public_district","G1_first_year_public_state","G1_first_year_public_out_state","G1_first_year_non_resident","G1_first_year_fees","G1_first_year_food_room","G1_first_year_room","G1_first_year_food","G1_first_year_total","G1_undergraduate_private","G1_undergraduate_public_district","G1_undergraduate_public_state","G1_undergraduate_public_out_state","G1_undergraduate_non_resident","G1_undergraduate_fees","G1_undergraduate_food_room","G1_undergraduate_room","G1_undergraduate_food","G1_undergraduate_total","G1_total","G5_resident_book_supplies","G5_resident_room","G5_resident_food","G5_resident_room_food","G5_resident_transport","G5_resident_other","G5_commuter_home_book_supplies","G5_commuter_home_room","G5_commuter_home_food","G5_commuter_home_room_food","G5_commuter_home_transport","G5_commuter_home_other","G5_commuter_not_home_book_supplies","G5_commuter_not_home_room","G5_commuter_not_home_food","G5_commuter_not_home_room_food","G5_commuter_not_home_transport","G5_commuter_not_home_other","H1_need_scholarship_federal","H1_need_scholarship_state","H1_need_scholarship_institutional","H1_need_scholarship_external","H1_need_scholarship_total","H1_need_self_loan","H1_need_self_federal","H1_need_self_other","H1_need_self_total","H1_need_parent_loan","H1_need_waiver","H1_need_athletic","H1_non_need_scholarship_federal","H1_non_need_scholarship_state","H1_non_need_scholarship_institutional","H1_non_need_scholarship_external","H1_non_need_scholarship_total","H1_non_need_self_loan","H1_non_need_self_federal","H1_non_need_self_other","H1_non_need_self_total","H1_non_need_parent_loan","H1_non_need_waiver","H1_non_need_athletic"
"Harvard University","https://oira.harvard.edu/files/2023/02/harvard_cds_2007-2008.pdf","a169b2726603fa2d9196d3bc422211b7","Wed Oct  9 07:43:20 2024","Wed Oct 30 16:23:23 2024",2007,825,9,2482,3316,0,3316,0,0,4,4,0,4,1783,3016,NA,126,4925,103,70,NA,42,215,NA,NA,843,3,2479,3325,0,3325,0,0,3,3,0,3,1742,2536,NA,98,4376,101,108,NA,95,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6648,12609,19257,32557,NA,NA,NA,32557,3616,11042,6060,4982,NA,32557,NA,NA,NA,32557,3616,11042,6060,4982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2035,5651545,715250,100143628,5476373,111986796,4414382,2890595,3681005,10985982,0,NA,0,1286364,3381,0,3847475,5137220,1674361,NA,553325,2227686,12027461,NA,0
"Kalamazoo College","https://ir.kzoo.edu/wp-content/uploads/sites/120/2023/10/CDS_2022-2023_Accessible.pdf","8b5e6e52f1796f76f87c8f9577bb6cac","Wed Oct  9 07:43:21 2024","Wed Oct 30 16:23:23 2024",2022,1,1,7,9,0,9,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1210,NA,1210,58185,NA,NA,NA,NA,579,12084,5730,6354,NA,58185,NA,NA,NA,NA,429,12084,5730,6354,NA,NA,NA,NA,NA,NA,NA,NA,900,NA,NA,NA,900,1500,900,NA,3900,NA,600,1500,2086008,939691,35833740,1581933,40441372,4735228,NA,142780,6074771,NA,NA,NA,NA,NA,16480349,2343341,18823690,3008929,NA,NA,3008929,256259,491577,NA
"Kalamazoo College","https://ir.kzoo.edu/wp-content/uploads/sites/120/2022/11/CDS_2021-2022-Kalamazoo-College.pdf","53ff66cc08e1ea1872f314d5f792ed70","Wed Oct  9 07:43:22 2024","Wed Oct 30 16:23:23 2024",2021,176,35,325,536,NA,NA,0,0,3,3,NA,NA,0,0,NA,0,0,0,0,NA,0,0,NA,NA,206,22,455,683,NA,NA,0,0,4,4,NA,NA,0,0,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1241,NA,1241,56001,NA,NA,NA,NA,561,11340,5514,5826,NA,56001,NA,NA,NA,NA,411,11340,5514,5826,NA,NA,825,NA,NA,NA,353,1611,825,NA,3900,NA,540,1611,825,5514,5826,NA,353,1611,1993864,940122,34688146,1402636,39024768,4876379,1342844,154000,6373223,315363,562394,0,0,0,15290055,2232835,17522890,3058065,NA,0,3058065,958722,521012,0
"Kalamazoo College","https://ir.kzoo.edu/wp-content/uploads/sites/120/2022/06/CDS_2020-2021-Kalamazoo-College2.pdf","b335cb042d9af43d8af94e3341323700","Wed Oct  9 07:43:23 2024","Wed Oct 30 16:23:23 2024",2020,153,26,403,574,3,576,1,1,9,11,1,12,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,230,NA,591,847,NA,850,0,1,12,13,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1451,NA,1451,53976,NA,NA,NA,NA,546,10932,5316,5616,NA,53976,NA,NA,NA,NA,396,10932,5316,5616,NA,NA,NA,NA,NA,NA,353,1548,NA,NA,NA,NA,540,1548,NA,NA,NA,NA,343,1548,2087526,974388,NA,NA,39842076,NA,1482426,169732,6661724,0,429565,0,0,0,NA,NA,16185276,NA,NA,0,3013326,1224641,328436,0
"Kalamazoo College","https://ir.kzoo.edu/wp-content/uploads/sites/120/2022/06/CDS_2019-2020-Kalamazoo-College.pdf","2d944005b21778002dafa17b6d72e4fc","Wed Oct  9 07:43:25 2024","Wed Oct 30 16:23:23 2024",2019,173,5,377,554,14,559,0,0,6,6,1,7,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,222,NA,475,702,NA,716,0,0,3,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1286,NA,1286,51999,NA,NA,NA,NA,531,10530,5121,5409,NA,51999,NA,NA,NA,NA,531,10530,5121,5409,NA,NA,NA,NA,NA,NA,353,1452,NA,NA,NA,NA,540,1452,NA,NA,NA,NA,343,1452,2116890,889055,NA,NA,38926806,NA,1470590,229000,6819600,0,376475,0,0,0,NA,NA,14407222,NA,NA,0,3265195,1786136,315136,0
"Kalamazoo College","https://ir.kzoo.edu/wp-content/uploads/sites/120/2022/06/CDS_2018-2019-Kalamazoo-College.pdf","536ea889d838c3d4b17ef158880fd057","Wed Oct  9 07:43:26 2024","Wed Oct 30 16:23:23 2024",2018,170,7,434,611,6,617,0,0,7,7,1,8,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,238,11,577,826,14,840,0,0,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1467,NA,1467,50046,NA,NA,NA,NA,516,10134,4929,5205,NA,50046,NA,NA,NA,NA,366,10134,4929,5205,NA,NA,NA,NA,NA,NA,353,1452,NA,NA,NA,NA,540,1452,NA,NA,NA,NA,343,1452,2052123,818279,NA,NA,34927409,NA,1510884,162500,6635019,0,451981,0,0,0,NA,NA,13859483,NA,NA,0,2906652,2274671,350342,0
"Kalamazoo College","https://ir.kzoo.edu/wp-content/uploads/sites/120/2022/06/KCommonDataSet2017-2018.pdf","521da9913f195f45a565d24f06f2a1ce","Wed Oct  9 07:43:26 2024","Wed Oct 30 16:23:23 2024",2017,188,6,416,610,8,618,0,0,3,3,0,3,0,0,NA,0,0,0,0,NA,0,0,NA,NA,260,7,529,796,13,809,0,0,6,6,0,6,0,0,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1436,NA,1436,48162,NA,NA,NA,NA,354,9756,NA,NA,NA,48162,NA,NA,NA,NA,354,9756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,1452,1985691,806780,28864225,821506,32478202,5885585,1482975,177000,7545560,0,417637,0,0,0,9603526,1888326,11491852,3032933,NA,0,3032933,1879798,201229,0
"Kalamazoo College","https://ir.kzoo.edu/wp-content/uploads/sites/120/2022/06/KCommonDataSet2016-2017.pdf","64156084e13a6f6f273d7137d740281e","Wed Oct  9 07:43:26 2024","Wed Oct 30 16:23:23 2024",2016,160,6,468,634,5,639,0,0,2,2,1,3,0,0,NA,0,0,0,0,NA,0,0,NA,NA,187,9,584,780,18,798,0,0,1,1,2,3,0,0,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1443,NA,1443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1781559,806960,25618113,547651,28754283,5949556,1430371,193000,7572927,0,320430,0,0,0,8991873,1614107,10605980,2841724,NA,0,2841724,2030646,273301,0
"Kalamazoo College","https://ir.kzoo.edu/wp-content/uploads/sites/120/2022/06/KCommonDataSet2015-2016.pdf","b3d4bfa903c127fcb60d4ec6cbbf443b","Wed Oct  9 07:43:27 2024","Wed Oct 30 16:23:23 2024",2015,159,12,450,621,7,628,0,0,4,4,0,4,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,205,6,574,785,21,806,0,0,5,5,0,5,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1443,NA,1443,44418,NA,NA,NA,NA,439,9174,NA,NA,NA,44418,NA,NA,NA,NA,339,9174,4464,4710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,NA,1730128,809971,23664397,397867,26602363,5289034,1182480,173760,6645274,0,376671,0,0,0,8828085,1680444,10508529,2887349,NA,0,2887349,2325253,269013,0
"Kalamazoo College","https://ir.kzoo.edu/wp-content/uploads/sites/120/2022/06/KCommonDataSet2014-2015.pdf","dc50a14d9c11be1008d51e5bfb096587","Wed Oct  9 07:43:27 2024","Wed Oct 30 16:23:24 2024",2014,163,10,448,621,9,630,0,0,2,2,2,4,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,194,9,597,800,18,818,0,0,8,8,1,9,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1461,NA,1461,42510,NA,NA,NA,NA,436,8886,4335,4551,NA,42510,NA,NA,NA,NA,336,8886,4335,4551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419,NA,1760973,732913,22647150,306154,25447190,5303446,1206238,174573,6684257,0,427929,0,0,0,7994335,1674040,9668375,2764682,NA,0,2764682,2160105,237281,0
"Kalamazoo College","https://ir.kzoo.edu/wp-content/uploads/sites/120/2022/06/KCommonDataSet2013-2014.pdf","9b3fb8a033740290b838777a9c550a06","Wed Oct  9 07:43:27 2024","Wed Oct 30 16:23:24 2024",2013,215,13,394,622,9,631,0,0,3,3,1,4,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,238,9,550,797,18,815,0,0,5,5,3,8,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1458,NA,1458,40728,NA,NA,NA,NA,433,8679,4233,4446,NA,40728,NA,NA,NA,NA,333,8679,4233,4446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,783,NA,1624897,658210,21399773,419864,24102744,5555761,1211661,228476,6995898,0,318873,0,0,0,7097695,1740380,8838075,2469967,NA,0,2469967,1821978,490205,0
"Kalamazoo College","https://ir.kzoo.edu/wp-content/uploads/sites/120/2022/06/KCommonDataSet2012-2013.pdf","d1109205cbb405949777bd90b8bd0f81","Wed Oct  9 07:43:27 2024","Wed Oct 30 16:23:24 2024",2012,143,3,418,564,9,573,NA,NA,4,4,2,6,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,191,6,577,774,19,793,NA,NA,7,7,NA,7,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1379,NA,1379,39026,NA,NA,NA,NA,325,8475,4134,4341,NA,39026,NA,NA,NA,NA,325,8475,4134,4341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,783,NA,1375806,632558,16454397,435008,18897769,3462300,593933,176036,4232269,0,0,0,0,0,7691018,1530276,9221294,3592644,NA,0,3592644,2003967,831345,0
"Kalamazoo College","https://ir.kzoo.edu/wp-content/uploads/sites/120/2022/06/KCommonDataSet2011-2012.pdf","1f23b10caec4efe7004f3e084af96768","Wed Oct  9 07:43:27 2024","Wed Oct 30 16:23:24 2024",2011,150,3,430,583,9,592,0,NA,6,6,3,9,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,219,4,554,777,16,793,0,NA,8,8,1,9,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1403,NA,1403,37392,NA,NA,NA,NA,318,8274,4035,4239,NA,37392,NA,NA,NA,NA,318,8274,4035,4239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,NA,1281762,623944,15183170,313671,17402547,2954980,549394,185237,3689611,0,0,0,1150,0,7066739,1306610,8374499,2536418,NA,NA,2536418,2890387,806228,0
"Kennesaw State University","https://ir.kennesaw.edu/publications//publications/common-data-set-pdfs/CDS_2020-2021.pdf","a9df4fa92eaa8863121d8907efa23a52","Thu Oct 10 03:23:49 2024","Wed Oct 30 16:23:24 2024",2020,3524,153,9999,13676,158,13834,368,53,4378,4799,294,5093,192,240,NA,3,435,285,751,NA,18,1054,NA,NA,3844,117,9663,13624,230,13854,282,36,3868,4186,423,4609,269,481,NA,5,755,456,1020,NA,71,1547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37390,3791,41181,NA,5562,5562,19630,19630,1986,12947,7200,5747,NA,NA,5562,5562,19630,19630,1986,12947,7200,5747,NA,NA,1500,NA,NA,NA,2874,3496,1500,NA,5747,NA,2874,3496,1500,7200,5747,12947,2874,3496,189365807,45000,978913,133723,190523443,107999011,1164769,0,109163780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"Kennesaw State University","https://ir.kennesaw.edu/publications//publications/common-data-set-pdfs/CDS_2019-2020.pdf","d632efe569876962e13ac796abbcbe76","Thu Oct 10 03:23:49 2024","Wed Oct 30 16:23:24 2024",2019,3091,126,9760,12977,197,13174,235,48,4189,4472,250,4722,138,245,NA,1,384,247,654,NA,13,914,NA,NA,3027,85,9196,12308,263,12571,180,37,3466,3683,349,4032,208,438,NA,4,650,343,997,NA,20,1360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34499,3308,37807,NA,19630,NA,NA,19630,1986,12947,8600,4347,NA,NA,19630,NA,NA,19630,1986,12947,9342,3605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2874,3496,NA,NA,NA,NA,NA,NA,212389985,22500,837706,123712,213373903,119391135,1269596,0,120660731,NA,0,NA,232915685,148869901,2045101,1113412,384944099,223640477,NA,0,223640477,21385839,0,5431235
"Kennesaw State University","https://ir.kennesaw.edu/publications//publications/common-data-set-pdfs/CDS_2018-2019_PDF_06272019.pdf","2957515ba7d095362e67cb652828c941","Thu Oct 10 03:23:50 2024","Wed Oct 30 16:23:24 2024",2018,2386,90,9767,12243,131,12374,81,28,4215,4324,212,4536,101,255,NA,20,376,179,612,NA,77,868,NA,NA,2272,74,9248,11594,182,11776,45,18,3290,3353,235,3588,180,399,NA,20,599,310,883,NA,110,1303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32274,3146,35420,NA,19630,NA,NA,19630,2006,11467,7717,3750,NA,NA,19630,NA,NA,19630,2006,11467,8450,3017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2874,3351,210649452,7500,964306,74273,211695531,119145063,1114952,0,120260015,NA,0,NA,232383218,123456288,1996206,668460,358504172,223717895,NA,0,223717895,19305737,0,4954763
"Kennesaw State University","https://ir.kennesaw.edu/publications//publications/common-data-set-pdfs/CDS_2017-2018_FINAL_10232018.pdf","4fc990d2724dbf283fdcba6b1c188b70","Thu Oct 10 03:23:50 2024","Wed Oct 30 16:23:24 2024",2017,2634,137,9992,12763,106,12869,85,30,4134,4249,176,4425,144,230,NA,3,377,204,590,NA,12,806,NA,NA,2443,98,9293,11834,166,12000,75,33,3358,3466,185,3651,181,339,NA,2,522,299,856,NA,41,1196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32945,2901,35846,NA,19152,NA,NA,19152,2006,11467,7687,3780,NA,NA,19152,NA,NA,19152,2006,11467,9000,2467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58188047,0,653721,0,58841768,1405452,832547,0,2237999,0,0,0,0,70876285,1306202,722856,72905343,202846110,NA,0,202846110,19215276,0,3880158
"Kennesaw State University","https://ir.kennesaw.edu/publications//publications/common-data-set-pdfs/CDS_2015-2016.pdf","e24b86b1dc02fead08da2089d146014a","Thu Oct 10 03:23:50 2024","Wed Oct 30 16:23:24 2024",2015,2435,140,8939,11514,111,11625,77,40,3667,3784,157,3941,118,233,NA,6,357,176,584,NA,25,785,NA,NA,2306,115,8791,11212,137,11349,55,25,3252,3332,233,3565,169,399,NA,4,572,202,817,NA,39,1058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30480,2772,33252,NA,5320,5320,18776,18776,22502805,11467,7687,3780,NA,NA,5320,5320,18776,18776,22502805,11467,8760,2707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49118729,1704998,608536,142099,51574362,62172264,762699,0,62934963,0,0,0,0,50580863,1525378,9960,52116201,99089083,NA,0,99089083,16721173,15069777,4525494
"Kennesaw State University","https://ir.kennesaw.edu/publications//publications/common-data-set-pdfs/CDS_2014-2015.pdf","02764793364934c30fd46a3f68e80987","Thu Oct 10 03:23:50 2024","Wed Oct 30 16:23:24 2024",2014,1596,139,5765,7500,17,7517,39,17,2424,2480,53,2533,89,0,NA,150,239,133,8,NA,351,492,NA,NA,1989,162,8048,10199,16,10215,50,32,3174,3256,71,3327,193,0,NA,358,551,187,30,NA,623,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23592,2122,25714,NA,5320,5320,18776,18776,2006,9497,5827,3670,NA,NA,5320,5320,18776,18776,2006,6122,5802,320,NA,NA,NA,NA,NA,NA,2874,3747,NA,NA,NA,NA,2874,3747,NA,NA,NA,NA,2874,3747,38843634,687897,414875,0,39946406,44112346,456381,0,44568727,0,0,0,12792,33060933,1050371,0,34124096,47876403,NA,0,47876403,7480819,8657860,1759900
"Kennesaw State University","https://ir.kennesaw.edu/publications//publications/common-data-set-pdfs/cds_fy_2014.pdf","d6900bc1fb0e77a3ad65ca73bdc6b659","Thu Oct 10 03:23:50 2024","Wed Oct 30 16:23:24 2024",2013,1250,131,5599,6980,14,6994,33,19,2364,2416,39,2455,100,166,NA,2,268,115,337,NA,34,486,NA,NA,1831,150,7881,9862,13,9875,32,33,3187,3252,45,3297,190,361,NA,2,553,119,515,NA,67,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22621,2008,24629,NA,5098,5098,17994,17994,1834,7914,5548,2366,NA,NA,5098,5098,17994,17994,1834,6014,5710,304,NA,NA,NA,NA,NA,NA,2874,2875,NA,NA,NA,NA,2874,2875,NA,NA,NA,NA,2874,2875,37038633,476935,355459,0,37871027,43855580,638427,0,44494007,0,0,0,22500,25677373,945565,0,26645438,48803645,NA,0,48803645,5295824,7834822,1500335
"Kennesaw State University","https://ir.kennesaw.edu/publications//publications/common-data-set-pdfs/cds_fy_2013.pdf","c7a3d6c2342ba603c956c68ae305ef88","Thu Oct 10 03:23:51 2024","Wed Oct 30 16:23:24 2024",2012,1204,133,5755,7092,11,7103,41,14,2295,2350,49,2399,88,191,NA,10,289,124,312,NA,28,464,NA,NA,1808,170,7858,9836,15,9851,35,38,3223,3296,35,3331,205,328,NA,6,539,166,407,NA,55,628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22684,1920,24604,NA,4973,4973,17556,17556,1834,6199,5789,410,NA,NA,4973,4973,17556,17556,1834,6210,5880,330,NA,NA,NA,NA,NA,NA,2874,3000,NA,NA,NA,NA,2874,3000,NA,NA,NA,NA,2874,3000,34996785,577431,348117,9417,35931750,42733890,511528,1112,43246530,0,0,0,34500,25233568,923950,0,26192018,48377607,NA,0,48377607,5143750,6596216,878571
"Kennesaw State University","https://ir.kennesaw.edu/publications//publications/common-data-set-pdfs/cds_fy_2012.pdf","dcd050deaf9c469d6039298b3876ebed","Thu Oct 10 03:23:51 2024","Wed Oct 30 16:23:24 2024",2011,1150,114,5808,7072,9,7081,30,31,2175,2236,46,2282,95,194,NA,3,292,133,301,NA,21,455,NA,NA,1668,168,7788,9624,8,9632,32,47,3225,3304,34,3338,183,346,NA,3,532,132,382,NA,49,563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22333,1842,24175,NA,4852,4852,17128,17128,1634,7966,5820,2146,NA,NA,4852,4852,17128,17128,1634,6210,5880,330,NA,NA,NA,NA,NA,NA,2536,2320,NA,NA,NA,NA,2536,2320,NA,NA,NA,NA,2536,2320,30120679,573511,67639,0,30761829,31834122,316039,0,32150161,0,0,0,17000,30088473,415105,416250,30936828,37600733,NA,0,37600733,2769462,5673348,615566
"Kennesaw State University","https://ir.kennesaw.edu/publications//publications/common-data-set-pdfs/cds_fy_2011.pdf","34ee2e3c30b668e1dd61d56bee669b73","Thu Oct 10 03:23:51 2024","Wed Oct 30 16:23:24 2024",2010,1146,124,5636,6906,5,6911,41,26,1841,1908,45,1953,106,268,NA,7,381,128,293,NA,34,455,NA,NA,1669,141,7677,9487,23,9510,37,37,2988,3062,31,3093,186,418,NA,8,612,132,346,NA,59,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21467,1985,23452,NA,4734,4734,16710,16710,1548,7694,5650,2044,NA,NA,4734,4734,16710,16710,1548,6165,5850,315,NA,NA,NA,NA,NA,NA,2494,2281,NA,NA,NA,NA,2494,2281,NA,NA,NA,NA,2424,2281,22769047,400555,63371,0,23232973,23515822,558935,0,24074757,0,0,0,0,27884985,398252,574113,28857350,32452649,NA,0,32452649,2002192,3822228,737402
"Kennesaw State University","https://ir.kennesaw.edu/publications//publications/common-data-set-pdfs/cds_fy_2010.pdf","3149c2cb2df46e9cfce2d520203a2e98","Thu Oct 10 03:23:51 2024","Wed Oct 30 16:23:24 2024",2009,1165,123,5151,6439,7,6446,48,27,1699,1774,21,1795,120,272,NA,4,396,117,329,NA,42,488,NA,NA,1485,157,7402,9044,18,9062,51,47,2882,2980,21,3001,190,425,NA,16,631,112,393,NA,65,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20304,2085,22389,NA,4596,4596,16572,16572,1346,7298,5350,1948,NA,NA,4596,4596,16572,16572,1346,5852,5600,252,NA,NA,NA,NA,NA,NA,1210,1739,NA,NA,NA,NA,2421,1739,NA,NA,NA,NA,2421,1739,11569274,288328,NA,NA,11928851,NA,478657,0,18123877,NA,NA,NA,0,23929592,NA,NA,24594943,NA,NA,0,24560802,1482661,3061173,514797
